template,final_state,bin_low,bin_high,signal,background,signal_raw,background_raw,paper_label,seed,domain_for_likelihood
shared_baseline,FourElectrons,0.8500000000000001,0.9,0.02132871188223362,0.11129449307918549,17,27,shared_baseline,42,nominal_only
shared_baseline,FourElectrons,0.9,0.9500000000000001,0.10037041455507278,0.2019789069890976,80,49,shared_baseline,42,nominal_only
shared_baseline,FourElectrons,0.9500000000000001,1.0,1.0865097045898438,0.684255063533783,866,166,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.0,0.05,0.018819451332092285,89.72201538085938,15,9301,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.05,0.1,0.007527781184762716,2.064349412918091,6,214,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.1,0.15000000000000002,0.008782410994172096,0.7910122275352478,7,82,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.15000000000000002,0.2,0.005018520634621382,0.5594964623451233,4,58,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.2,0.25,0.005018520634621382,0.3665667772293091,4,38,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.25,0.30000000000000004,0.0037638903595507145,0.18328334391117096,3,19,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.30000000000000004,0.35000000000000003,0.0037638903595507145,0.25080880522727966,3,26,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.35000000000000003,0.4,0.006273150909692049,0.144697368144989,5,15,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.4,0.45,0.005018520634621382,0.19292983412742615,4,20,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.45,0.5,0.006273150909692049,0.3086877465248108,5,32,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.5,0.55,0.006273150909692049,0.2218693047761917,5,23,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.55,0.6000000000000001,0.01129167154431343,0.3086877465248108,9,32,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.6000000000000001,0.65,0.015055562369525433,0.19292983412742615,12,20,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.65,0.7000000000000001,0.006273150909692049,0.2797483205795288,5,29,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.7000000000000001,0.75,0.015055562369525433,0.19292983412742615,12,20,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.75,0.8,0.025092599913477898,0.2315158098936081,20,24,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.8,0.8500000000000001,0.033875010907649994,0.3472737669944763,27,36,shared_baseline,42,nominal_only
shared_baseline,TwoMuonsTwoElectrons,0.8500000000000001,0.9,0.05520372465252876,0.3665667772293091,44,38,shared_baseline,42,nominal_only
